customer_id,fc_segment,recommendation_1,most_frequent_item
580DA146307E3FCAA70A180313615250,Potenciales,17495,22009
4184FBD5A65F7434C87F000001615250,Potenciales,30604,28157
3AB68079C36D14260E7F000001615250,Potenciales,30604,4113
47372B6FA52A9EC2E17F000001615250,Potenciales,19206,31887
5AA7375837421D3DA90A180313615250,Potenciales,18566,5437
5F837993453F30C2760A180313615250,Potenciales,24596,23444
463A0797E84E3D23E17F000001615250,Potenciales,30941,4345
3E5B7221360BA205837F000001615250,Potenciales,18566,96926
323C14504F14D861727F000001615250,Potenciales,30604,307
3FE783C7F836317EB17F000001615250,Potenciales,6585,1360
32416924D2089CC0287F000001615250,Potenciales,25174,5437
6303551B5754050C560A180313615250,Potenciales,10,3559
475CD09B4C5B9DC6F67F000001615250,Potenciales,34114,391
39B096BA513CE67EE57F000001615250,Potenciales,17919,24
41CB6F91E7062EDFC47F000001615250,Potenciales,6585,3213
378F5490E87EFE16027F000001615250,Potenciales,6585,23480
666B5F0E9117E03E3D0A180313615250,Potenciales,24596,20488
6D235EE56B39947A8A0A180313615250,Potenciales,3213,24
378F56552B19D384EC7F000001615250,Potenciales,307,97579
589D8BD73D308F46150A180313615250,Potenciales,6752,36156
3750FD432E503AF4197F000001615250,Potenciales,19206,22479
323C029921242B981E7F000001615250,Potenciales,6585,27188
6290505CC35BE184D10A180313615250,Potenciales,30941,6569
53F2D18195702C6F110A180313615250,Potenciales,2,4105
6B445D42431BF0A6410A180313615250,Potenciales,3213,27365
3FEED66D2643B627967F000001615250,Potenciales,6585,4105
49814CD9FD35FAC90A7F000001615250,Potenciales,18470,1502
323C0B694E101E7FA67F000001615250,Potenciales,10,27103
502B822A94395DC0AE0A180313615250,Potenciales,30941,7520
5DD3BF3BB35DC9DD9A0A180313615250,Potenciales,26257,3559
6D8D5BA91865518BC20A180313615250,Potenciales,34370,3968
5A85AA865B5F275D460A180313615250,Potenciales,34114,4173
5C1D602ECD18D7DB590A180313615250,Potenciales,26257,6560
506D9A4B6B4DC662750A180313615250,Potenciales,30604,21358
323C18D6026DF6A58A7F000001615250,Potenciales,30604,2894
323C49A95C39F1184F7F000001615250,Potenciales,30604,6938
323B9B819B00351AF07F000001615250,Potenciales,17432,22437
65A6D1353F700C606A0A180313615250,Potenciales,6585,6939
3E46F0071F6B8BFC087F000001615250,Potenciales,30941,30094
32351D270509C740477F000001615250,Potenciales,34218,3559
5F3C6E6614136F93390A180313615250,Potenciales,34347,97030
626377F0BB4277EA070A180313615250,Potenciales,30941,7825
6C0E0494184BC118590A180313615250,Potenciales,34114,6825
323C1904AB31CE662F7F000001615250,Potenciales,6752,23641
3CAD3BC15B7E978C947F000001615250,Potenciales,17495,28366
4D466C7BD85FC93E610A180313615250,Potenciales,10,6524
4DC7C718E955B216BD0A180313615250,Potenciales,307,4314
3E8B7F6671348CAC027F000001615250,Potenciales,5727,4440
32385C5BFD0D1FACC77F000001615250,Potenciales,4180,4105
6DB7300F0B5387F7060A180313615250,Potenciales,34347,70
50DF638D504678D9070A180313615250,Potenciales,28363,26051
62A0FE0824421A16C60A180313615250,Potenciales,30941,93388
3C746556484D1BC82E7F000001615250,Potenciales,6585,21358
677272FA2A3FEC59CB0A180313615250,Potenciales,26257,7318
323C3B64BA41EAA3C47F000001615250,Potenciales,34218,6524
4DA3C4A59032A6F09F0A180313615250,Potenciales,34347,10
39D6CD7F1D5C033E087F000001615250,Potenciales,6585,97497
323950CCEF189E2F457F000001615250,Potenciales,4180,28355
616E3A2A0F72AAA40A0A180313615250,Potenciales,3213,4314
32394E9D0268B28D6E7F000001615250,Potenciales,18566,4345
323838C31B61E457577F000001615250,Potenciales,25174,26026
45296066105B21A1417F000001615250,Potenciales,34114,2889
323855719664D35F067F000001615250,Potenciales,30604,25
42EB9D466509E2DC7C7F000001615250,Potenciales,18518,33096
6A32F900733385FB3A0A180313615250,Potenciales,19206,7331
6EAB4AD57E4FDD3E210A180313615250,Potenciales,31733,4299
378F2FB43A1EF3D2587F000001615250,Potenciales,2,307
5BEA1435BB4B0B0DDF0A180313615250,Potenciales,26257,6934
3234D0642D1712196D7F000001615250,Potenciales,3213,4105
3E46E868CB79E4DA8C7F000001615250,Potenciales,34218,22806
54799B10A367A733910A180313615250,Potenciales,28363,4105
52D80226B844C352FC0A180313615250,Potenciales,18470,1360
37908CAF610D99AD787F000001615250,Potenciales,6752,4173
5BB213AE56772834480A180313615250,Potenciales,19206,4440
6293C3F937197BA5690A180313615250,Potenciales,18566,391
6A0921CA9F2708B8220A180313615250,Potenciales,19206,97611
559ECB634E1DF80FA80A180313615250,Potenciales,18470,5437
491007F14D00BA771E7F000001615250,Potenciales,30941,28908
3234C5A85562D80A397F000001615250,Potenciales,17495,4113
63A79B5AA1102CE0870A180313615250,Potenciales,30604,3213
54BDC323B674681AA00A180313615250,Potenciales,31733,24
323C025E68044AB05D7F000001615250,Potenciales,28363,1232
323C4BB3AF5BED0EBF7F000001615250,Potenciales,3213,23611
5A5C7823036F442BD10A180313615250,Potenciales,25174,29241
32340D7C387E7EDDEA7F000001615250,Potenciales,3213,25348
63479061EB57A534810A180313615250,Potenciales,28363,33905
45E4F7CD2E7CC1D1B27F000001615250,Potenciales,31733,22339
533B83D0B74F3DD1030A180313615250,Potenciales,18518,36320
40C27F454116400D6A7F000001615250,Potenciales,3213,10
5B5A19E68E407B97140A180313615250,Potenciales,17919,3835
61358F427122CF6D020A180313615250,Potenciales,6585,95478
50B7A904B478E89AF70A180313615250,Potenciales,34218,26097
5B52D6455D5185BEAD0A180313615250,Potenciales,31733,4105
3BAE6E54804935F1637F000001615250,Potenciales,28363,21586
4E223A2F2633D6E5030A180313615250,Potenciales,34113,3213
4F9A6FC44A3C2211190A180313615250,Potenciales,17919,6569
5A4A7F6F3F13B5EC030A180313615250,Potenciales,34347,36759
4E9815248A586DDE860A180314615250,Potenciales,4180,4314
323C1822573A633B7A7F000001615250,Potenciales,34114,307
4E28979384552AEA6F0A180313615250,Potenciales,17432,22437
397D36E6C119340C4B7F000001615250,Potenciales,25174,2
3AE08DF30D2B49C86C7F000001615250,Potenciales,25174,4113
6719D2FF7C7E0407610A180313615250,Potenciales,25174,109
61B19F7C722D6C34180A180313615250,Potenciales,28363,4345
45D884030B1050A5BB7F000001615250,Potenciales,6752,1241
378F90668771BC173E7F000001615250,Potenciales,30604,4369
32385DFBAB51A5CCF37F000001615250,Potenciales,4180,2882
51835C9C7A1CF0C8EA0A180313615250,Potenciales,34113,23784
3EE667D1185ADD4C9F7F000001615250,Potenciales,3213,22423
5AAC4FDD1515CE3C560A180313615250,Potenciales,3968,4492
5EC1BC36835FDD0A0F0A180313615250,Potenciales,34114,34542
6988571D133529324B0A180313615250,Potenciales,18470,33116
6B33511AC134F8CC040A180313615250,Potenciales,31733,27137
5BD941F86A60AC3EBD0A180313615250,Potenciales,34370,17770
6C53104038573C64D80A180313615250,Potenciales,3213,22806
485E70BB76653B84DF7F000001615250,Potenciales,30604,64
56306BDAA676B7ACE10A180313615250,Potenciales,6585,5319
62DC64312278BEF45C0A180313615250,Potenciales,18518,25371
5A6965A14A062BABF60A180313615250,Potenciales,4173,25327
66385BA6057F53ED0F0A180313615250,Potenciales,24596,97799
6057E6E9237710AC0E0A180313615250,Potenciales,19206,64
3D6E7E361B6F1799CF7F000001615250,Potenciales,30604,109
323B064A271646E66E7F000001615250,Potenciales,34370,308
4E09D5709518D276FB0A180313615250,Potenciales,34114,23581
33814F580B5311A54F7F000001615250,Potenciales,18470,23518
6AC454180F73B137F40A180313615250,Potenciales,34114,97627
6319DEED6762200CE40A180313615250,Potenciales,17495,308
53C1667A5469261CF50A180313615250,Potenciales,4180,24061
59D1702DE131DEF6300A180313615250,Potenciales,18566,393
68366431123FBD845E0A180313615250,Potenciales,30604,308
32B943C19646A435647F000001615250,Potenciales,30604,4186
3B06BFD75B212A9A5B7F000001615250,Potenciales,10,27292
3AE64FE05962F9404B7F000001615250,Potenciales,307,6938
40BD20F75E60D0114B7F000001615250,Potenciales,34113,307
323C47430A063A4BD07F000001615250,Potenciales,34113,31699
323B51C52014F4B0D67F000001615250,Potenciales,17919,30092
4E93F2FEF6204FD5860A180313615250,Potenciales,34370,35393
4CE55CAE7B17ED4B880A180313615250,Potenciales,10,109
324166FDC96682D4D67F000001615250,Potenciales,18518,30657
323417C0D201280A3E7F000001615250,Potenciales,34113,2
378F828912252D812C7F000001615250,Potenciales,6585,97626
62325C1BF02E5A22770A180313615250,Potenciales,1360,18534
3F641D76E4233ED5657F000001615250,Potenciales,18470,29923
6B2A7E79291613F28D0A180313615250,Potenciales,3968,26642
486B2FC1783E2CBB517F000001615250,Potenciales,18470,6939
32388F9E5774E88F0F7F000001615250,Potenciales,28363,6939
4819711FC43366DBBE7F000001615250,Potenciales,30604,6316
5BF0BC325F125FF2BF0A180313615250,Potenciales,31733,2
3380B106F4551F29107F000001615250,Potenciales,34113,4105
566AEACA463C0236910A180313615250,Potenciales,18470,23855
6BB6474AE9632334D40A180313615250,Potenciales,3968,30077
56A994EA3F1E7E046B0A180313615250,Potenciales,30604,5727
323B7566DD068DA2E27F000001615250,Potenciales,17432,28017
68CB9769C4648C441A0A180313615250,Potenciales,34370,4269
378F6F16B260E03F7B7F000001615250,Potenciales,3213,109
62B31CF9F47C886B330A180313615250,Potenciales,26257,28492
5F334794E64B436E630A180313615250,Potenciales,6585,7564
499DD1C6337E82898F7F000001615250,Potenciales,30941,4440
5EEAFF4FAA4E9539D00A180313615250,Potenciales,3213,30080
3234474FA510B721DE7F000001615250,Potenciales,17495,4113
5DF7B2C9F25F8C1C990A180313615250,Potenciales,30941,3065
323BA65E9633CFA3D57F000001615250,Potenciales,30941,2899
378F2BF65062A38A827F000001615250,Potenciales,19206,2
6A7B591E3C7E60E8450A180313615250,Potenciales,30604,30077
323BA761E12C21E3587F000001615250,Potenciales,18518,20497
610660EBF46E27B82F0A180313615250,Potenciales,26257,23563
665958C8643CF33E330A180313615250,Potenciales,6752,307
4B381A18C306158FDB7F000001615250,Potenciales,28363,30426
32416307FA353D4B437F000001615250,Potenciales,34113,30428
64FC5C43334F97E5D20A180313615250,Potenciales,28363,5728
4BB7D8F52B3BCF3E017F000001615250,Potenciales,19206,1360
37904EED642DE828917F000001615250,Potenciales,18566,1241
602D1B127178BD16A10A180313615250,Potenciales,28363,23494
5D5BE7B0F02D97CA310A180313615250,Potenciales,3213,6569
3238C432383414723D7F000001615250,Potenciales,34370,20497
5F98AE184C4F49FF670A180313615250,Potenciales,1360,1737
5B151D73082BD44F580A180313615250,Potenciales,34218,10
516C1763D25AFF3A4F0A180313615250,Potenciales,34218,29042
648616DD42487D726E0A180313615250,Potenciales,26257,2993
669E5CC49555B41DE60A180313615250,Potenciales,31733,97517
3ED6DEAE1A76BE3B997F000001615250,Potenciales,18518,4113
32385D5C35262AFF837F000001615250,Potenciales,31733,6866
6901C3A964798FF2410A180313615250,Potenciales,34218,22740
3233F1CC557E0D41D37F000001615250,Potenciales,19206,1358
6866D866C61BB4C1680A180313615250,Potenciales,24596,26602
6D17D58F275D21730E0A180313615250,Potenciales,18566,4173
45B32BF4D4307968687F000001615250,Potenciales,30604,20523
32383AD4C428E5DA6F7F000001615250,Potenciales,34113,33112
4CA67CBC811331EBB20A180313615250,Potenciales,30604,30057
50F5A26FCF06E250A80A180313615250,Potenciales,34370,22415
689C331F17547868B60A180313615250,Potenciales,6752,6872
379090B08149BF5C2E7F000001615250,Potenciales,3968,96899
399DF794E60A24FE0D7F000001615250,Potenciales,17495,23679
323C25E76E27134B287F000001615250,Potenciales,26257,97541
60062A224C4E8022F70A180313615250,Potenciales,34114,3559
66F6337829288E7BA40A180313615250,Potenciales,34370,3559
6CFFC3342571C5C1870A180313615250,Potenciales,6585,4492
497EDC5EE35D86F3677F000001615250,Potenciales,6585,20400
57AF95238636BF06180A180313615250,Potenciales,18566,10
6E7FF8D1783C0193030A180313615250,Potenciales,30604,23768
61E445160F7963BC3F0A180313615250,Potenciales,17432,4369
323513A40E57CAE8377F000001615250,Potenciales,25174,32537
59BC39907469B61BC80A180313615250,Potenciales,3213,3681
50FD542C9167A381360A180313615250,Potenciales,307,5421
6CAD74D66729731CF00A180313615250,Potenciales,6585,3559
48AA9F2C5430CF24E07F000001615250,Potenciales,17919,22808
323B4E29B3272029A77F000001615250,Potenciales,6585,6872
378F5D62C4433846FB7F000001615250,Potenciales,18566,21254
54A4E0D30445D71B0C0A180313615250,Potenciales,31733,3559
378F88910720A3B0A57F000001615250,Potenciales,34114,3269
3238610EE507649F227F000001615250,Potenciales,6752,6069
323C10A07A1E6BB24C7F000001615250,Potenciales,6752,3268
5A8C1CB6DF0398258A0A180313615250,Potenciales,34114,2
4DC7CB15A64837A48D0A180313615250,Potenciales,17432,36539
42A6BD256F7F91AE487F000001615250,Potenciales,3213,28199
3536826B52370BC05F7F000001615250,Potenciales,34113,3681
5C18AD5A252C4DCCCF0A180313615250,Potenciales,17432,23563
37985E831B20BDDF7C7F000001615250,Potenciales,3213,88
4567DF32800635B56E7F000001615250,Potenciales,18518,36598
5C9061DCD509CF94CE0A180313615250,Potenciales,30604,4423
6ED03E2CA4633D7FE20A180313615250,Potenciales,28363,34154
323C099D8F31DBA8CD7F000001615250,Potenciales,307,32293
37906280EC6795EBDC7F000001615250,Potenciales,6585,109
620B80BC3E6E5FEE130A180313615250,Potenciales,34218,5206
44E1E92B6403323DF57F000001615250,Potenciales,6585,10
5E2943AB4F10257A8C0A180313615250,Potenciales,17495,33105
37EAFF1E8D6F584C117F000001615250,Potenciales,10,6585
378F45E1C30BC8BF797F000001615250,Potenciales,5727,21303
323C157F114105A2477F000001615250,Potenciales,26257,4105
41E1EFC4BF6A4996CF7F000001615250,Potenciales,3213,5319
5F01917D4F0802A51E0A180313615250,Potenciales,34347,97826
32397A9ECF37C8CEA67F000001615250,Potenciales,1360,8613
379037B33F4794D30A7F000001615250,Potenciales,34113,1360
3FF2298ECC3140C0E17F000001615250,Potenciales,6585,7336
54A082CDE8718246C10A180313615250,Potenciales,30604,23480
55A57C8DFE37A59E840A180313615250,Potenciales,4173,27251
32341AEBBA09324A7B7F000001615250,Potenciales,307,3559
5BF0BEC2C7208D1DC30A180313615250,Potenciales,25174,4369
6A4D75C70775268D500A180313615250,Potenciales,3213,20488
5D1B6B666422CB6B720A180313615250,Potenciales,3213,23704
52E9200C1247BD30D60A180313615250,Potenciales,31733,20488
64F8B2A1260C3554710A180313615250,Potenciales,2,1725
533B7F1BB0106882920A180313615250,Potenciales,5727,31615
5900E3DD844A9B69CF0A180313615250,Potenciales,31733,30976
3235E529DA59B6DDDB7F000001615250,Potenciales,34114,21239
37907431F559A075A77F000001615250,Potenciales,34347,6902
64167F6AF63AA7673A0A180313615250,Potenciales,6585,4410
56DF8A245A51143BAD0A180313615250,Potenciales,31733,20497
4619F73ABC565A17A87F000001615250,Potenciales,3213,6524
58A950188F4DD02A020A180313615250,Potenciales,10,6944
57B2A3385632B850150A180313615250,Potenciales,34370,31022
32639D17E60E521E9E7F000001615250,Potenciales,6585,4373
6E6765D4EC15DF06A30A180313615250,Potenciales,18566,1360
53D249413B6A3436710A180313615250,Potenciales,25174,4345
66A481E5F5318D7C2B0A180313615250,Potenciales,5727,10
323B5513D6118C3F727F000001615250,Potenciales,6585,10
4C2EF6556F372074440A180313615250,Potenciales,18566,3681
323C2826E357B3BA817F000001615250,Potenciales,34218,4299
5C1D632D915593B4990A180313615250,Potenciales,2,3559
49340BFD1F047776157F000001615250,Potenciales,4180,23518
5BD151848B5E41C70A0A180313615250,Potenciales,34370,1358
6A9057EBB64F0370370A180313615250,Potenciales,3213,307
4A4FFE716A24DEAA337F000001615250,Potenciales,17919,1360
32396C1BCC196D5F187F000001615250,Potenciales,34114,31052
68E575938F7B1E20A40A180313615250,Potenciales,17919,4105
3DC7C6304C0A5C4CD97F000001615250,Potenciales,26257,28500
62092A9033429EF1C50A180313615250,Potenciales,25174,3269
4193929C365171CF8E7F000001615250,Potenciales,6752,3065
4D2D6FB48D1ED118B20A180313615250,Potenciales,34218,94746
37904B162434C1046B7F000001615250,Potenciales,2,3078
6318CF478205EF06E20A180313615250,Potenciales,3968,31190
56540F4075319569A90A180313615250,Potenciales,34114,5343
6AF9976B467A5B56300A180313615250,Potenciales,6585,20400
4981C93A654730E70B7F000001615250,Potenciales,17919,23619
5D1532BC755F5B76800A180313615250,Potenciales,3968,24
6023A062BF4D7AFF040A180313615250,Potenciales,18566,22182
468495C2011F8CBF857F000001615250,Potenciales,30604,20497
6D8F97528A15527D830A180313615250,Potenciales,26257,20523
6E242C75B437DB18AF0A180313615250,Potenciales,6752,1360
4822308CF51C5DF88C7F000001615250,Potenciales,4173,25
5C5CE58F083BB210F10A180313615250,Potenciales,4173,6524
63A88EE8577BE6B68B0A180313615250,Potenciales,18518,2
323C151F5E5398A0EE7F000001615250,Potenciales,3213,23599
4D318754A40C0355760A180313615250,Potenciales,31733,64
4F9431ED5E16FAB3510A180313615250,Potenciales,26257,4314
3D3B64B02E048B5CAD7F000001615250,Potenciales,31733,1360
504519B3205D5090D80A180313615250,Potenciales,4173,6459
6A4724D198370724B00A180313615250,Potenciales,28363,136
50F5A295487E7107930A180313615250,Potenciales,34114,35919
323B02E42E06B29ED17F000001615250,Potenciales,4180,4345
32394EFEC11749F37D7F000001615250,Potenciales,3213,3559
55382C1BAF4AEE73CC0A180313615250,Potenciales,34113,3269
37904D118E1EAADC647F000001615250,Potenciales,17919,22452
3DC788BBC70157313E7F000001615250,Potenciales,5727,5727
323BFD47486EE70DA37F000001615250,Potenciales,3213,24
59D9264958506EEDB60A180313615250,Potenciales,25174,4105
407F3EE29E0B314BAD7F000001615250,Potenciales,25174,26026
6DAC1ABA9551EAAC990A180313615250,Potenciales,28363,7569
5C861A82E378410A7A0A180313615250,Potenciales,31733,27386
323C4C592B602176037F000001615250,Potenciales,19206,25371
39A34C037F6C8936A57F000001615250,Potenciales,17919,6067
