customer_id,fc_segment,recommendation_1,most_frequent_item
6B354550A91B9C31040A180313615250,Potenciales,1360,10
694BCB8140625AA42A0A180313615250,Potenciales,10,5329
378F8E189A76FC3BC87F000001615250,Potenciales,17919,21239
4D731D3FBC271A0BFD0A180313615250,Potenciales,18566,26026
5D5CA829412785E2140A180313615250,Potenciales,30604,22009
32388DF83B2C1328767F000001615250,Potenciales,6585,2
6705A4E96278EF664F0A180313615250,Potenciales,30941,2993
402AC79EC1655C16057F000001615250,Potenciales,6585,19020
6B04C22B9539208C090A180313615250,Potenciales,25174,97018
378F3E98023B4B6FFC7F000001615250,Potenciales,1360,23448
323B961B4259A21FCF7F000001615250,Potenciales,4173,23851
34AB3A096059CEB5387F000001615250,Potenciales,17919,4369
4467B2A152073BC8E37F000001615250,Potenciales,30941,7571
683FCA474A68835CD10A180313615250,Potenciales,30941,97800
3D3B9014596AD230367F000001615250,Potenciales,3213,6825
6ABED0BAA757715D6D0A180313615250,Potenciales,17919,4105
6C22611897289EC4F40A180313615250,Potenciales,34113,64
3EADF1F1AB474CAFA37F000001615250,Potenciales,18566,1360
6ED83C54F333BDA7F90A180313615250,Potenciales,31733,2899
5437FC4B78340423AE0A180313615250,Potenciales,34370,18662
54A0D77F427CC0A3FD0A180313615250,Potenciales,18518,2899
5774800C2B1366E87C0A180313615250,Potenciales,18566,31872
35A78EA552488480D17F000001615250,Potenciales,30941,7336
56A1C380E36218BDD20A180313615250,Potenciales,26257,3065
60ED75F6695B9B91100A180313615250,Potenciales,30604,94467
5EBFFF3A0238F3CCC50A180313615250,Potenciales,30941,23446
5AA5B7E4F234AC68710A180313615250,Potenciales,3213,3212
68E01D58782FAA86B50A180313615250,Potenciales,307,4268
6C8CF5FE08789C8BB70A180313615250,Potenciales,30604,19335
69F451104649381C5D0A180313615250,Potenciales,30604,6872
3C24DD999C6264AB5D7F000001615250,Potenciales,18518,20497
32385F205A2D6B01E17F000001615250,Potenciales,18518,7520
6ADD3AAD635595F88B0A180313615250,Potenciales,3213,2
6BA06DC11B3CE819840A180313615250,Potenciales,6585,23834
5BD6FE379A3905F69B0A180313615250,Potenciales,30604,22009
4D369335B96FD1F0470A180313615250,Potenciales,34113,5354
379091DB3C217451157F000001615250,Potenciales,18566,96004
34B36EE16748D94CEB7F000001615250,Potenciales,5727,4105
323C20E4502AFA16D17F000001615250,Potenciales,19206,10
379086A0357CD19F997F000001615250,Potenciales,17432,20745
4408F4B44059A985AF7F000001615250,Potenciales,17919,21258
323BA280C1229507F87F000001615250,Potenciales,34114,31893
3ADCCE7EA70415C69F7F000001615250,Potenciales,3213,109
6C0D9C25F5237155440A180313615250,Potenciales,25174,70
35591D9EE713227C947F000001615250,Potenciales,19206,30058
59DD40378E09A7722E0A180313615250,Potenciales,17919,23855
53171AA07C33AFF3100A180313615250,Potenciales,5727,30679
323C191AE962F229C57F000001615250,Potenciales,2,65
5C13704AE01C50A7D20A180313615250,Potenciales,18518,29162
6A9610A46F58463F1F0A180313615250,Potenciales,3213,20523
32388059E86BFD2B837F000001615250,Potenciales,2,4314
6DFFCDEB1D7E28B7410A180313615250,Potenciales,30604,27136
5DA16B703855C5583E0A180313615250,Potenciales,6585,6869
65415851F9552442420A180313615250,Potenciales,34114,2
54A8A65F4C5021F0370A180313615250,Potenciales,18518,24
427DA610191799CE2B7F000001615250,Potenciales,3968,10
39BD60D9394D6859D27F000001615250,Potenciales,4180,70
32335264D1770D1DEC7F000001615250,Potenciales,6585,94082
324166854D2C5D8E6D7F000001615250,Potenciales,17495,23500
323B91A0147D46F1357F000001615250,Potenciales,17432,18026
5F6E02FE4C33CF32040A180313615250,Potenciales,4173,26098
378F3CD4E1606A0F207F000001615250,Potenciales,24596,6939
4DA2C422CB5E50133F0A180313615250,Potenciales,28363,109
323BFCBD2E232245427F000001615250,Potenciales,18518,10
659DD9096C22A83AA70A180313615250,Potenciales,30604,6869
601072C3D63B5620400A180313615250,Potenciales,17495,5728
323C3D790E0C9D22B77F000001615250,Potenciales,1360,27767
43FA4E086A6F3C09977F000001615250,Potenciales,3968,4324
4F43E29DCF75EED03A0A180313615250,Potenciales,18566,1241
624C2163DB29A00D270A180313615250,Potenciales,18566,7552
68CB84F8C22B26B62F0A180313615250,Potenciales,18566,20497
32385DB0063B641E737F000001615250,Potenciales,25174,1360
498223327D396036C57F000001615250,Potenciales,17919,3065
4D56829E3C4EC6A8740A180313615250,Potenciales,30941,24
44B929BD336CF2CD817F000001615250,Potenciales,34347,32264
6C8ECD84A75F10C70D0A180313615250,Potenciales,3213,4410
32397DB5250DBA49827F000001615250,Potenciales,3213,20400
5CAA22D5B17E4ACA100A180313615250,Potenciales,18470,32859
602A37FF3416A556320A180313615250,Potenciales,34113,31018
6A4221749B3A9CF49C0A180313615250,Potenciales,24596,1360
5DD206763B56FB54CA0A180313615250,Potenciales,19206,4369
69E562C81B51040D670A180313615250,Potenciales,34113,307
3E1FBEA17B1584E79C7F000001615250,Potenciales,28363,24
323839FE2D73A993FA7F000001615250,Potenciales,34114,6583
323AEB988E18B702B87F000001615250,Potenciales,24596,2
6245BB21091EECECF40A180313615250,Potenciales,19206,82
53E45EDACF2B2F6ED00A180313615250,Potenciales,3213,7336
324163DF42226229657F000001615250,Potenciales,30604,22386
323C189EE02C54677F7F000001615250,Potenciales,3213,22494
37904DCCBD4288E5017F000001615250,Potenciales,17919,22453
323979CEEF622E292A7F000001615250,Potenciales,307,26051
6857D530B93CFBFE2C0A180313615250,Potenciales,30604,26040
32346948C15F428E697F000001615250,Potenciales,17495,28420
4B840E6F5F19DA45B07F000001615250,Potenciales,6752,27137
323C0B1E8A73D1EBD07F000001615250,Potenciales,2,20497
338136315452EF7E7E7F000001615250,Potenciales,18518,4314
62D72B4A9F016437DE0A180313615250,Potenciales,30604,24
665BEB9FC41C4CF6590A180313615250,Potenciales,30604,23835
555C2DBBFF24E8F1900A180313615250,Potenciales,31733,5728
667B51A3B55851440D0A180313615250,Potenciales,34370,33023
6DDEE0484F590E37680A180313615250,Potenciales,3213,65
3D23E4515D34523FBA7F000001615250,Potenciales,30941,94467
33810E39952C9A2BAB7F000001615250,Potenciales,2,22339
323C1937DF4F7C2F957F000001615250,Potenciales,17919,4369
3C1CBE3E4617D814A97F000001615250,Potenciales,6585,1345
5DC7ABFF6A327BA7380A180313615250,Potenciales,3213,65
6E15639C8A66E7089F0A180313615250,Potenciales,3213,31892
338147C3AB68EE9B727F000001615250,Potenciales,30604,22525
5D9A3D99933DA9A2150A180313615250,Potenciales,3213,28455
6CC15F854216A01EE60A180313615250,Potenciales,18470,1360
5844066754684264AB0A180313615250,Potenciales,5727,6524
3340B8EFCF789F08937F000001615250,Potenciales,24596,22808
5CFC86ECB05EF3FF7E0A180313615250,Potenciales,28363,20425
691282A4274CB9E1D40A180313615250,Potenciales,4173,30012
6AE0C61F0F128E1C0E0A180313615250,Potenciales,30941,1360
4FBB5F0E880534C3F90A180313615250,Potenciales,34114,1360
5AD57E99084F10B77D0A180313615250,Potenciales,24596,4269
5008B397A409CA2C320A180313615250,Potenciales,30941,21239
3E8EE836D5173351F97F000001615250,Potenciales,28363,6939
4FE2291AEF04EB69480A180313615250,Potenciales,17432,3559
4886C9119B079546097F000001615250,Potenciales,17919,5331
47A380DC743658664C7F000001615250,Potenciales,10,4105
36C5DA670B0F4B34AA7F000001615250,Potenciales,17432,32665
648296D08C7D87C0EF0A180313615250,Potenciales,17432,4345
43EAA25A7A051D16CD7F000001615250,Potenciales,6585,22339
32E3EA8D6A649454E47F000001615250,Potenciales,17919,6067
3238C318C63727A8177F000001615250,Potenciales,26257,20523
323C19CF1032C7FAB57F000001615250,Potenciales,18470,31872
6ED518E609560E84440A180313615250,Potenciales,26257,6524
6E20493DDB368AA2400A180313615250,Potenciales,17919,64
3232AECD7274E2EDF37F000001615250,Potenciales,1360,4113
32351C6FB955518BC57F000001615250,Potenciales,17432,4369
5DEE9973762BF7AB120A180313615250,Potenciales,3213,24
378F37F570108662B57F000001615250,Potenciales,30941,2882
57FAD4BE6A17CBE29B0A180313615250,Potenciales,2,23610
379086ED675999E4917F000001615250,Potenciales,2,8613
640F56558D5041F94D0A180313615250,Potenciales,3968,22339
3234EACD2E67A11D637F000001615250,Potenciales,6585,3559
6E05F3F511406797EE0A180313615250,Potenciales,3213,4410
56598FFF785D65B3860A180313615250,Potenciales,4173,3681
5C8473C575771573D70A180313615250,Potenciales,3213,4324
6609FF2294750BB09E0A180313615250,Potenciales,3968,88
356275C25E2601F8977F000001615250,Potenciales,18470,34149
5BA837DF0F5AA7B5D80A180313615250,Potenciales,34370,22009
3232BC55E3327C718F7F000001615250,Potenciales,3213,70
55991B796F3AE0A4C80A180313615250,Potenciales,17495,22009
56A5E5610C5408A7900A180313615250,Potenciales,3968,2
323C3C5E18010F86B57F000001615250,Potenciales,17432,4314
692D81B6EB2AD9BBE10A180313615250,Potenciales,34113,7336
4F535D78FC2B739DDD0A180313615250,Potenciales,18518,4113
62AB232A567016A3510A180313615250,Potenciales,307,35755
4BC9DB26D64E6AD9487F000001615250,Potenciales,3213,307
3238925757482D2D1E7F000001615250,Potenciales,26257,4427
5F75F92CA201DBC3310A180313615250,Potenciales,24596,26611
50B7A6788A13AEF5140A180313615250,Potenciales,18470,307
379029A885074DEC127F000001615250,Potenciales,307,7552
323AF1416B07F4F5D47F000001615250,Potenciales,34113,27136
554CF9F3E44AF68E780A180313615250,Potenciales,307,24
6B4440ABA8712CD5BC0A180313615250,Potenciales,3213,29141
647F37A46B7846BA940A180313615250,Potenciales,30604,4345
38E290CEEF6AADF72B7F000001615250,Potenciales,34114,88
4DB63602777E4A2D9A0A180313615250,Potenciales,34370,2
5007975F52780BEC250A180313615250,Potenciales,30604,31177
323952C4251B48546F7F000001615250,Potenciales,4180,97496
3A1EBDF4657B42720B7F000001615250,Potenciales,18566,2993
3B612825C0184747387F000001615250,Potenciales,19206,3681
6D05512C9A6C88B9050A180313615250,Potenciales,30941,2882
32385BE68839C7A38C7F000001615250,Potenciales,10,10
689BEC38A13B2084A30A180313615250,Potenciales,4173,109
49E5D4F3654C6472F47F000001615250,Potenciales,30941,19794
6D3DAC29DB2BE620AF0A180313615250,Potenciales,1360,26038
32385941AD7ED59D0F7F000001615250,Potenciales,34114,18000
69DAB4D72F541325600A180313615250,Potenciales,24596,7318
3FB1B1D11049B8A21C7F000001615250,Potenciales,5727,97005
61D85AD792582B464F0A180313615250,Potenciales,4173,65
6D13C2042A41E5B6350A180313615250,Potenciales,17432,7569
65874E990A16FD832A0A180313615250,Potenciales,31733,6567
367AB9F244029065A77F000001615250,Potenciales,30941,4345
378FDD422204B541DF7F000001615250,Potenciales,3968,22009
344A24304D167CA9817F000001615250,Potenciales,25174,6825
6E98EBAD86201D7BFA0A180313615250,Potenciales,31733,65
323C461CD2070E89077F000001615250,Potenciales,17495,7520
6DA4AC4751481518980A180313615250,Potenciales,30604,29254
6CD6E459D74509D39D0A180313615250,Potenciales,18518,33046
4037499BDC75741EF77F000001615250,Potenciales,34370,4268
3233EE2C306D86BF627F000001615250,Potenciales,5727,1360
4F690E870508E2809C0A180313615250,Potenciales,17495,70
32D9B6772E1C626F597F000001615250,Potenciales,17919,33820
464EBE065F74E37B9E7F000001615250,Potenciales,18470,23774
323C21527B559A50F27F000001615250,Potenciales,26257,30093
3238B8EE744EE478FE7F000001615250,Potenciales,4180,6571
4CB9C6853C1DCFFB210A180313615250,Potenciales,17432,23444
48AA9E855E03A5F5327F000001615250,Potenciales,26257,3197
6E14510FED714EC0040A180313615250,Potenciales,25174,97826
3CFEFF7AE415E5B1607F000001615250,Potenciales,3213,70
323C406D2F1B986C8C7F000001615250,Potenciales,25174,30058
323B47F60B1106BEA77F000001615250,Potenciales,4173,26655
323979C3F078AC1E857F000001615250,Potenciales,34113,28156
6B4C00AA392D46E3A50A180313615250,Potenciales,24596,27322
6F04CB039F5E3597200A180313615250,Potenciales,3213,1725
5CCE47911740BBFB1F0A180313615250,Potenciales,307,23631
323B0639131D7D5BDE7F000001615250,Potenciales,28363,5342
323C19FC834D5D49147F000001615250,Potenciales,34370,23685
46FBEB293F6696A9CC7F000001615250,Potenciales,31733,94065
66E76D7B2875C72CAA0A180313615250,Potenciales,31733,22346
5AA20A4FB1225024C00A180313615250,Potenciales,30941,23851
43FA5415DC30C05C717F000001615250,Potenciales,6752,3559
32824B76385C8551CB7F000001615250,Potenciales,25174,3429
323AF68EAE5A592CEE7F000001615250,Potenciales,18470,94467
4017CE83EC3716BF2F7F000001615250,Potenciales,18518,4345
5340D9AF66681CD57D0A180313615250,Potenciales,18518,27386
6774166B5D13BB59B10A180313615250,Potenciales,4180,28015
3233B716F00F61902F7F000001615250,Potenciales,3213,4084
323C21FF5D466994237F000001615250,Potenciales,2,6939
323C3C608C35ED92097F000001615250,Potenciales,6585,3559
401DACB3AD6925BC717F000001615250,Potenciales,6585,27137
4886A7B6642B26D4547F000001615250,Potenciales,19206,29030
378F2DDF715A2D24707F000001615250,Potenciales,18566,23833
53368A650063856C8A0A180313615250,Potenciales,28363,3213
6BF9339DCF13DD07B90A180313615250,Potenciales,34347,26605
5FE2200A916E7F356E0A180313615250,Potenciales,6585,23848
599B595571340A21DD0A180313615250,Potenciales,307,6939
53449614EE4DAD8DA80A180313615250,Potenciales,6585,87
5BB0C8911D796C84C10A180313615250,Potenciales,24596,6939
5FE107087043CC454F0A180313615250,Potenciales,26257,4269
55A8E4ED091E1351E50A180313615250,Potenciales,17495,6067
5F70EBC48435CED9E00A180313615250,Potenciales,25174,28536
3235D643A44AF45F7C7F000001615250,Potenciales,17432,27107
44C46E30242C7E2A5B7F000001615250,Potenciales,26257,31022
38C09C5DE730C0F0BD7F000001615250,Potenciales,1360,7568
6441C31074034E41700A180313615250,Potenciales,25174,23611
5FB878422E52E782250A180313615250,Potenciales,4180,33828
35E56A901B72FA27217F000001615250,Potenciales,34113,1725
49E38640481FCCC9CA7F000001615250,Potenciales,30941,7564
451FD3EC6D6B6F98527F000001615250,Potenciales,17495,1345
5B939BCCAE700C4BA60A180313615250,Potenciales,17495,65
378F67783C75C13A7C7F000001615250,Potenciales,4173,2
62F3C9C96E799DE7820A180313615250,Potenciales,2,23631
66926C1D287CEDD8030A180313615250,Potenciales,24596,7336
6991D5768604F781A50A180313615250,Potenciales,19206,97498
4D7873265B722C69B40A180313615250,Potenciales,1360,30933
3235DE3DFB404F97BB7F000001615250,Potenciales,34113,2881
323C1CA73D694423CF7F000001615250,Potenciales,34370,1360
3238BAED227D5FF9217F000001615250,Potenciales,17919,4427
676F4990A371C84DF70A180313615250,Potenciales,1360,4441
667E08DB710B47F35D0A180313615250,Potenciales,34218,28015
6DAC3FCD04434ED24E0A180313615250,Potenciales,3213,25332
4588499FC3199E87E17F000001615250,Potenciales,17495,7825
6D94359B3B4125D2CE0A180313615250,Potenciales,34370,22339
323C0DFB747E69613C7F000001615250,Potenciales,17495,5342
33810235A3385D1CFE7F000001615250,Potenciales,34347,1241
396DD5395127182C007F000001615250,Potenciales,34114,2993
6E22C18CE3592C402C0A180313615250,Potenciales,5727,5343
4B138C610842C7D8507F000001615250,Potenciales,28363,64
37905EDC74758095727F000001615250,Potenciales,3213,22415
4D904391460D4C41D30A180313615250,Potenciales,28363,22347
61B13A3B686BD2B1B80A180313615250,Potenciales,30604,4084
3B4311269E6C96BBE47F000001615250,Potenciales,6585,2899
3238929FB14B0C123B7F000001615250,Potenciales,26257,22562
323B07D04C5A644E187F000001615250,Potenciales,3213,4410
5E788665C759CB3DE20A180313615250,Potenciales,34113,4105
55CE249B944DDFCAB50A180313615250,Potenciales,34114,27307
323C25DD666B31BEAF7F000001615250,Potenciales,28363,95146
673D3BD2B42CA0DD670A180313615250,Potenciales,30604,97626
323B076CB178EF23127F000001615250,Potenciales,18470,4186
32394FAFFE777016A97F000001615250,Potenciales,19206,34534
35D163A6C029B52B147F000001615250,Potenciales,34218,23518
3380BD4C3330B8CAE07F000001615250,Potenciales,19206,20536
323841C7AF62B2E94C7F000001615250,Potenciales,3213,30086
6A7F769E0022783C710A180313615250,Potenciales,307,3681
6CD1BCA787401D9F460A180313615250,Potenciales,30941,2
5E0819085442C0EC580A180313615250,Potenciales,30941,6569
5A39B7010824368EEE0A180313615250,Potenciales,18470,27706
44C2E8F40E7EEB35197F000001615250,Potenciales,307,6939
501AD0FFEE0CB5B6B60A180313615250,Potenciales,6585,5421
324165853A6E8EFD7D7F000001615250,Potenciales,3213,2
323B78EB4569293E927F000001615250,Potenciales,31733,2889
323B95D7623531EA047F000001615250,Potenciales,19206,28095
548A11AECE4926475C0A180313615250,Potenciales,17919,28499
32383C7E771B1A31997F000001615250,Potenciales,18566,10
452B645A24744C14807F000001615250,Potenciales,18470,27103
57EB4E767604F943140A180313615250,Potenciales,3213,3559
68B6FFF8A30A3992690A180313615250,Potenciales,18470,1241
69EA8F93C10283C4750A180313615250,Potenciales,34370,96905
3238C204945E2449217F000001615250,Potenciales,6585,22468
61FED5402A214932A80A180313615250,Potenciales,25174,7564
36307E6E746285D08F7F000001615250,Potenciales,307,22453
4F23C23AF3772862530A180313615250,Potenciales,3213,4438
4D01E9B5684BB026940A180313615250,Potenciales,17495,20497
378F9407E82996ED237F000001615250,Potenciales,31733,26138
4CE6F66EA070FA7B040A180314615250,Potenciales,3213,6872
6DFA349C07153AA19E0A180313615250,Potenciales,34347,22001
50B62F136B4FB9C30B0A180313615250,Potenciales,34113,1358
671AEBD4C5414E53810A180313615250,Potenciales,19206,7552
46880E1333006BB0FF7F000001615250,Potenciales,18566,6524
44977DD29D217DEE7B7F000001615250,Potenciales,26257,30035
65A250EAC859A2860F0A180313615250,Potenciales,4173,22009
4E8909BD95411719DB0A180313615250,Potenciales,3213,22081
323C1C8BD02C41EC8F7F000001615250,Potenciales,1360,23855
52F340A3C31659B9F60A180313615250,Potenciales,26257,6524
6DDEFAF4940A1B83540A180313615250,Potenciales,307,2
4C39084B3A7B2416540A180313615250,Potenciales,30604,22008
6D66E2D67B6D4F04450A180313615250,Potenciales,26257,6477
402FA03E9425131F267F000001615250,Potenciales,307,3064
452116DA851E4A8C9D7F000001615250,Potenciales,34218,24919
615964558F0F971E0F0A180313615250,Potenciales,18470,22386
62566222D349DF063A0A180313615250,Potenciales,19206,31619
32340886454BAECF547F000001615250,Potenciales,24596,10
5456A02918373A53980A180313615250,Potenciales,6585,23403
3282211C1F01D800457F000001615250,Potenciales,3213,22453
5B631D22F13665E1E20A180313615250,Potenciales,10,24
4DBD8AA5F90F4713360A180313615250,Potenciales,25174,4173
3B09D57EAD572BA4FC7F000001615250,Potenciales,6585,6944
3272E7D0A500A9C90E7F000001615250,Potenciales,18518,6524
54ACE26BE059901E850A180313615250,Potenciales,17919,29397
4E8BC7A88476EE1B6A0A180313615250,Potenciales,4180,1241
6B51E092F75C0C13F70A180313615250,Potenciales,18566,27789
4D8D000E725D3F85D40A180313615250,Potenciales,30604,82
323B0571F94355914D7F000001615250,Potenciales,34114,6944
5DC9DFA6992F36BF4E0A180313615250,Potenciales,19206,33861
660D2BE3A775D42AE80A180313615250,Potenciales,34218,32848
323BA208D913FF0EBF7F000001615250,Potenciales,34114,20502
426E1F538B79597D647F000001615250,Potenciales,17495,1737
526D1D90EC45A466030A180313615250,Potenciales,3213,20497
66EB7A3F72153BAD300A180313615250,Potenciales,6585,4492
4D6D28693A1163349B0A180313615250,Potenciales,30604,20400
6200FA763C4888EA620A180313615250,Potenciales,26257,94762
6854D8AD390922B6070A180313615250,Potenciales,25174,307
68EE74CB0B1C6F081A0A180313615250,Potenciales,28363,1360
4D70342BCC4EC27ECA0A180313615250,Potenciales,34114,20175
3238597CD169EF51967F000001615250,Potenciales,4173,26606
53BE406E9D5C97BAAB0A180313615250,Potenciales,30604,94263
492F0B1250335A40967F000001615250,Potenciales,17919,7391
32AB2D90DF4A62092D7F000001615250,Potenciales,34347,3559
323BFE73F942B3D6517F000001615250,Potenciales,34114,31061
484203A24D779B0EC57F000001615250,Potenciales,19206,4345
32395305B7055AD6127F000001615250,Potenciales,3968,1725
5635D4F5E11208D2E60A180313615250,Potenciales,34113,1725
323C4E8F7A011302C87F000001615250,Potenciales,17432,96747
456C5241AC23BB7FC47F000001615250,Potenciales,26257,136
3CF465715D499EBE797F000001615250,Potenciales,3968,20488
4B8413B92F2FE3AADA7F000001615250,Potenciales,307,4314
5A3B135B316F08D1E20A180313615250,Potenciales,34218,10
5B1CDE938F03CCA9090A180313615250,Potenciales,10,27147
58F6989CAA4E5262C60A180313615250,Potenciales,34114,22324
53E9B103DA3586CB220A180313615250,Potenciales,25174,5728
378F6405131B35C82A7F000001615250,Potenciales,25174,31684
323C250C0F1EF2DD677F000001615250,Potenciales,3968,7552
533B80143173E926170A180313615250,Potenciales,31733,6524
5B84A4FF044B2C49BE0A180313615250,Potenciales,17495,6524
6A7B753B7D0A3D2C440A180313615250,Potenciales,19206,6909
323B52A86F6755C8A07F000001615250,Potenciales,18470,4369
64A6C2C517386614970A180313615250,Potenciales,26257,30094
4847D695BB1962DA347F000001615250,Potenciales,6752,6939
323378AA567C3881CB7F000001615250,Potenciales,31733,23443
528204CC800D171F7A0A180313615250,Potenciales,30604,65
4D44E082A601472DCF0A180313615250,Potenciales,17919,10
4DA2C23E8003DF5A060A180313615250,Potenciales,25174,2899
53A65BB714669583A70A180313615250,Potenciales,4180,5318
323C1D27EA1EBE6A8C7F000001615250,Potenciales,3213,34418
669A3CA5D7657122240A180313615250,Potenciales,3213,5433
36F67B462D574DA1E77F000001615250,Potenciales,3968,10
5440C9549966ED2AAB0A180313615250,Potenciales,28363,4314
378F987E6666D7DC917F000001615250,Potenciales,34114,1241
323C26CF2C6406A7F87F000001615250,Potenciales,3968,2
53A66C273D6F50B9DF0A180313615250,Potenciales,17432,4105
6E86F842151E91F5E70A180313615250,Potenciales,19206,5282
6752E7D4FD12E8E32D0A180313615250,Potenciales,28363,23773
323303E5650195C5907F000001615250,Potenciales,10,23442
401636A0BF60FBC89A7F000001615250,Potenciales,18566,97847
65B64CA71C3DD7BE030A180313615250,Potenciales,30604,24866
6ADAB174342DCD07860A180313615250,Potenciales,6585,28325
6AA18A32BF7EA9BEC00A180313615250,Potenciales,10,32680
527CDCFC226CC847150A180313615250,Potenciales,3213,21259
459CE446B62FEF1B207F000001615250,Potenciales,10,22483
6ECC47D6DE164632350A180313615250,Potenciales,19206,1241
410A8760F9222AA8677F000001615250,Potenciales,3213,26098
5D7BA8C6843B36A5090A180313615250,Potenciales,31733,23663
52D455F0BF6249B10B0A180313615250,Potenciales,30604,7569
69CA97333223E56ADF0A180313615250,Potenciales,34347,6939
324166A2AF062F88B77F000001615250,Potenciales,307,30934
3244E193FF4DF625B37F000001615250,Potenciales,30941,21239
5A23A044EE0DECADE60A180313615250,Potenciales,18518,23580
538389DE7E410D57E00A180313615250,Potenciales,34114,31892
323862C6BB19C624E87F000001615250,Potenciales,17432,4314
3583A34FAA689760357F000001615250,Potenciales,307,391
69FFEF86484FB1C85B0A180313615250,Potenciales,17495,25352
5D394BFB302BE8B34D0A180313615250,Potenciales,19206,22437
6DB7F3F6EB2A6D1DBD0A180313615250,Potenciales,3968,64
5678961B181EF4B7B10A180313615250,Potenciales,17432,6939
4CC3F4988E394EB7DE0A180313615250,Potenciales,17432,6866
4F0621DF837BC1C80A0A180313615250,Potenciales,34113,18493
32340709CD6B6B0B747F000001615250,Potenciales,25174,82
557C7BBABA5FC81D000A180313615250,Potenciales,26257,6939
6383A8287442A3BB330A180313615250,Potenciales,34218,35387
323C15E631376468087F000001615250,Potenciales,18518,65
378F57DFE73F38D5EE7F000001615250,Potenciales,34370,27184
4F8A8982CE1EF55E140A180313615250,Potenciales,3213,1360
5FCA3188F42D4423260A180313615250,Potenciales,26257,26606
66C9E2960B57EA52430A180313615250,Potenciales,34113,2
671965512B50F7AAEB0A180313615250,Potenciales,31733,4105
6EE22A45B23F05FDCE0A180313615250,Potenciales,30604,22009
3C5D22F4AB040F46A07F000001615250,Potenciales,18518,30025
6338C1B4931D87886D0A180313615250,Potenciales,17495,22300
45BF0E727E21D80F8E7F000001615250,Potenciales,3213,33733
32389046D154AA19BC7F000001615250,Potenciales,19206,2
32349CCA3123EB9BE97F000001615250,Potenciales,28363,22183
4F535F2202651D6EB90A180313615250,Potenciales,19206,3213
49440125AF1CAD205D7F000001615250,Potenciales,30941,7318
68CB96D12A2BB272E50A180313615250,Potenciales,34218,23855
3F8B6A964B5FAE7CCD7F000001615250,Potenciales,34114,22365
3234139B3D4BDD5F827F000001615250,Potenciales,34114,29056
6930DDB2D530DD0BE50A180313615250,Potenciales,26257,22437
56E7F16EF976E279BF0A180313615250,Potenciales,5727,82
54CCD804AF23E170A30A180313615250,Potenciales,3213,4369
493440517E05927BF77F000001615250,Potenciales,3213,1360
65A70A223106E140180A180313615250,Potenciales,30604,19
64E6C4C5FA0ABA273F0A180313615250,Potenciales,34218,94765
6A57C3B7D278596EBA0A180313615250,Potenciales,28363,28050
4814963A2B72F5804F7F000001615250,Potenciales,10,22806
6A90D52B8E5DFBB1B80A180313615250,Potenciales,18518,1360
323B865C0A08CD7ADA7F000001615250,Potenciales,307,23770
323B99957421DC57447F000001615250,Potenciales,28363,19
323C3BDC6E79CBD5CE7F000001615250,Potenciales,3968,21239
339260DF8F26DA25967F000001615250,Potenciales,24596,22806
684AD2867958DD87B70A180313615250,Potenciales,19206,1358
4D034EB6A820E428A20A180313615250,Potenciales,5727,26602
51A779236C327B5C3B0A180313615250,Potenciales,307,30641
52F6FF13B6313B70FF0A180313615250,Potenciales,25174,10
323B8E047C1F3FA95C7F000001615250,Potenciales,3213,22008
4D9347141A6290B0D10A180313615250,Potenciales,19206,3559
32384FF0727F2CDEA57F000001615250,Potenciales,3213,2899
5B4C6584AE7DE459540A180313615250,Potenciales,30604,33787
46B30BEB837866DF727F000001615250,Potenciales,30604,6585
649C18609131FD3C760A180313615250,Potenciales,18518,4105
66C6916FAF6BB9C67D0A180313615250,Potenciales,6585,4105
4964EC1C9E42A6E5F87F000001615250,Potenciales,2,26626
323C47F3A50DF839CE7F000001615250,Potenciales,17495,6524
323C01A3B02A73D80C7F000001615250,Potenciales,10,3695
397539D3CD35B981827F000001615250,Potenciales,5727,33753
550B15F57D3DAC66410A180313615250,Potenciales,17919,23442
61D8D0B0142146B3CA0A180313615250,Potenciales,24596,5330
69E676557715D823E70A180313615250,Potenciales,5727,1725
33EC1BD304440BDE657F000001615250,Potenciales,17919,2884
426BB7F6504DDC5E5E7F000001615250,Potenciales,34114,307
323C3141D60D7B986A7F000001615250,Potenciales,26257,20477
5DB0573E3A69E9D9EC0A180313615250,Potenciales,1360,10
323C452746368B7D647F000001615250,Potenciales,6585,1382
323C4B4FF45DF548157F000001615250,Potenciales,30604,2
641A4C0B585B01A7200A180313615250,Potenciales,25174,23566
5BDB898EDB7629FBCC0A180313615250,Potenciales,17919,23788
618D1B8E5F4EB089D90A180313615250,Potenciales,24596,10
5B03850D43747EB9880A180313615250,Potenciales,6585,24921
323859A04F0CC1E09E7F000001615250,Potenciales,10,23500
5E367335FF1A5C8FBC0A180313615250,Potenciales,17919,3559
643FBEF98D5816CE700A180313615250,Potenciales,31733,34935
323B47F3282E73B56C7F000001615250,Potenciales,4173,6939
3248B5C04424E5CF4A7F000001615250,Potenciales,30941,7318
614FCD4C812157EF190A180313615250,Potenciales,31733,133
641FA1BECA2EF504D90A180313615250,Potenciales,34370,22300
3241630F4F20F2E1747F000001615250,Potenciales,34114,2882
57C5C989D93564B9340A180313615250,Potenciales,3213,70
6E90C6CE1824DAE6520A180313615250,Potenciales,3213,6647
3878AA6A5D116604C47F000001615250,Potenciales,34113,88
